SKU,Product Name,Status,Categories
"PL-039","Fried Chicken Box (Takeaway)","publish","Food &amp; Beverage Packaging | Packaging &amp; Labels"
"PL-038","Fried Chicken Tray (Indoor)","publish","Food &amp; Beverage Packaging | Packaging &amp; Labels"
"PL-037","French Fries Tray (Indoor)","publish","Food &amp; Beverage Packaging | Packaging &amp; Labels"
"PL-036","Cone French Fries Box (Takeaway)","publish","Food &amp; Beverage Packaging | Packaging &amp; Labels"
"PL-035","Gable Box Type 2","publish","Food &amp; Beverage Packaging | Packaging &amp; Labels"
"PL-034","Gable Box Type 1","publish","Food &amp; Beverage Packaging | Packaging &amp; Labels"
"PL-033","Simple Burger Box","publish","Food &amp; Beverage Packaging | Packaging &amp; Labels"
"PL-032","Pearl Burger Box","publish","Food &amp; Beverage Packaging | Packaging &amp; Labels"
"PL-031","Label Dispenser","publish","Custom Packaging | Packaging &amp; Labels"
"PL-030","Custom Sticker Roll","publish","Custom Packaging | Packaging &amp; Labels"
"PL-029","Custom Gift Wrap","publish","Custom Packaging | Packaging &amp; Labels"
"PL-028","Branded Wrapping Paper","publish","Custom Packaging | Packaging &amp; Labels"
"PL-027","Packaging Insert","publish","Custom Packaging | Packaging &amp; Labels"
"PL-026","Custom Tissue Paper","publish","Custom Packaging | Packaging &amp; Labels"
"PL-025","Printed Tea Pouch","publish","Flexible Packaging | Packaging &amp; Labels"
"PL-024","Printed Coffee Pouch","publish","Flexible Packaging | Packaging &amp; Labels"
"PL-023","Roll Stock","publish","Flexible Packaging | Packaging &amp; Labels"
"PL-022","Lay Flat Pouch","publish","Flexible Packaging | Packaging &amp; Labels"
"PL-021","Stand Up Pouch","publish","Flexible Packaging | Packaging &amp; Labels"
"PL-020","Waterproof Food Label","publish","Packaging &amp; Labels | Roll Labels &amp; Stickers"
"PL-019","Standard Food Label","publish","Packaging &amp; Labels | Roll Labels &amp; Stickers"
"PL-018","Specialty Finish Label","publish","Packaging &amp; Labels | Roll Labels &amp; Stickers"
"PL-017","Standard Cosmetic Label","publish","Packaging &amp; Labels | Roll Labels &amp; Stickers"
"PL-016","Square Cut Labels","publish","Packaging &amp; Labels | Roll Labels &amp; Stickers"
"PL-015","Paper Labels (Cost Effective)","publish","Packaging &amp; Labels | Roll Labels &amp; Stickers"
"PL-014","Poly Labels (Durable)","publish","Packaging &amp; Labels | Roll Labels &amp; Stickers"
"PL-013","BOPP Labels (Premium)","publish","Packaging &amp; Labels | Roll Labels &amp; Stickers"
"PL-012","E-Commerce Shipping Box","publish","Mailer &amp; Corrugated Boxes | Packaging &amp; Labels"
"PL-011","Standard Mailer Box","publish","Mailer &amp; Corrugated Boxes | Packaging &amp; Labels"
"PL-010","Luxury Gift Box","publish","Packaging &amp; Labels | Product Boxes"
"PL-009","Pillow Box","publish","Packaging &amp; Labels | Product Boxes"
"PL-008","Standard Sleeve","publish","Packaging &amp; Labels | Product Boxes"
"PL-007","Sleeve-Over-Tray","publish","Packaging &amp; Labels | Product Boxes"
"PL-006","Magnetic Closure Box","publish","Packaging &amp; Labels | Product Boxes"
"PL-005","Standard Rigid Box","publish","Packaging &amp; Labels | Product Boxes"
"PL-004","Product Box Sleeves","publish","Packaging &amp; Labels | Product Boxes"
"PL-003","Auto-lock Bottom","publish","Packaging &amp; Labels | Product Boxes"
"PL-002","Reverse Tuck End (RTE)","publish","Packaging &amp; Labels | Product Boxes"
"PL-001","Straight Tuck End (STE)","publish","Packaging &amp; Labels | Product Boxes"
"CG-100","Standard Event Label","publish","Corporate Gifts | Event Disposables"
"CG-099","Standard Branded Napkin","publish","Corporate Gifts | Event Disposables"
"CG-098","Corporate Coin","publish","Corporate Gifts | Executive Kit"
"CG-097","Military Coin","publish","Corporate Gifts | Executive Kit"
"CG-096","Custom Logo Cufflinks","publish","Corporate Gifts | Executive Kit"
"CG-095","Standard Cufflinks","publish","Corporate Gifts | Executive Kit"
"CG-094","Tie Clip","publish","Corporate Gifts | Executive Kit"
"CG-093","Branded Tie","publish","Corporate Gifts | Executive Kit"
"CG-092","Metal Pin","publish","Corporate Gifts | Executive Kit"
"CG-091","Enamel Pin","publish","Corporate Gifts | Executive Kit"
"CG-090","Custom Die Cut Fridge Magnet","publish","Corporate Gifts | Trade Shows &amp; Events"
"CG-089","Standard Fridge Magnet","publish","Corporate Gifts | Trade Shows &amp; Events"
"CG-088","Premium Award","publish","Corporate Gifts | Trade Shows &amp; Events"
"CG-087","Standard Plaque","publish","Corporate Gifts | Trade Shows &amp; Events"
"CG-086","Custom Crystal Award","publish","Corporate Gifts | Trade Shows &amp; Events"
"CG-085","Standard Crystal Trophy","publish","Corporate Gifts | Trade Shows &amp; Events"
"CG-084","Premium Name Tag","publish","Corporate Gifts | Trade Shows &amp; Events"
"CG-083","Standard Name Badge","publish","Corporate Gifts | Trade Shows &amp; Events"
"CG-082","Badge Reel","publish","Corporate Gifts | Trade Shows &amp; Events"
"CG-081","PVC ID Card","publish","Corporate Gifts | Trade Shows &amp; Events"
"CG-080","Premium Eid Box","publish","Corporate Gifts | Premium &amp; Specialty Gifts"
"CG-079","Standard Ramadan Box","publish","Corporate Gifts | Premium &amp; Specialty Gifts"
"CG-078","Custom Acrylic Trophy","publish","Corporate Gifts | Premium &amp; Specialty Gifts"
"CG-077","Standard Acrylic Trophy","publish","Corporate Gifts | Premium &amp; Specialty Gifts"
"CG-076","Keychain (Pack of 10)","publish","Corporate Gifts | Premium &amp; Specialty Gifts"
"CG-075","Custom Puzzle","publish","Corporate Gifts | Premium &amp; Specialty Gifts"
"CG-074","HD Photo Panel","publish","Corporate Gifts | Premium &amp; Specialty Gifts"
"CG-073","Stretched Canvas Print","publish","Corporate Gifts | Premium &amp; Specialty Gifts"
"CG-072","Multi-tip Cable","publish","Corporate Gifts | Tech Products"
"CG-071","USB-C Cable","publish","Corporate Gifts | Tech Products"
"CG-070","USB-A Cable","publish","Corporate Gifts | Tech Products"
"CG-069","Standard Wireless Speaker","publish","Corporate Gifts | Tech Products"
"CG-068","Slim Power Bank","publish","Corporate Gifts | Tech Products"
"CG-067","Standard Power Bank","publish","Corporate Gifts | Tech Products"
"CG-066","Standard PU Organizer","publish","Corporate Gifts | Office Essentials"
"CG-065","Premium PU Notebook","publish","Corporate Gifts | Office Essentials"
"CG-064","Standard PU Notebook","publish","Corporate Gifts | Office Essentials"
"CG-063","Standard Magnetic Sheet","publish","Corporate Gifts | Office &amp; Desktop Gifts"
"CG-062","Corporate Gift Set","publish","Corporate Gifts | Office &amp; Desktop Gifts"
"CG-061","Desk Organiser","publish","Corporate Gifts | Office &amp; Desktop Gifts"
"CG-060","Tech Accessory Set","publish","Corporate Gifts | Office &amp; Desktop Gifts"
"CG-059","USB Drive","publish","Corporate Gifts | Office &amp; Desktop Gifts"
"CG-058","Writing Gift Set","publish","Corporate Gifts | Office &amp; Desktop Gifts"
"CG-057","Branded Pen","publish","Corporate Gifts | Office &amp; Desktop Gifts"
"CG-056","Coaster Set (Pack of 10)","publish","Corporate Gifts | Office &amp; Desktop Gifts"
"CG-055","Mouse Pad","publish","Corporate Gifts | Office &amp; Desktop Gifts"
"CG-054","Manual","publish","Bags &amp; Accessories | Corporate Gifts"
"CG-053","Auto-Open","publish","Bags &amp; Accessories | Corporate Gifts"
"CG-052","Flat Handle","publish","Bags &amp; Accessories | Corporate Gifts"
"CG-051","Ribbon Handle","publish","Bags &amp; Accessories | Corporate Gifts"
"CG-050","Twisted Rope Handle","publish","Bags &amp; Accessories | Corporate Gifts"
"CG-049","Digital Print","publish","Bags &amp; Accessories | Corporate Gifts"
"CG-048","Flexo","publish","Bags &amp; Accessories | Corporate Gifts"
"CG-047","Digital Print","publish","Bags &amp; Accessories | Corporate Gifts"
"CG-046","Screen Print","publish","Bags &amp; Accessories | Corporate Gifts"
"CG-045","Digital Print","publish","Bags &amp; Accessories | Corporate Gifts"
"CG-044","Screen Print","publish","Bags &amp; Accessories | Corporate Gifts"
"CG-043","Heat Transfer","publish","Bags &amp; Accessories | Corporate Gifts"
"CG-042","Embroidery","publish","Bags &amp; Accessories | Corporate Gifts"
"CG-041","Screen Print","publish","Bags &amp; Accessories | Corporate Gifts"
"CG-040","Trolley Bag","publish","Bags &amp; Accessories | Corporate Gifts"
"CG-039","Conference Bag","publish","Bags &amp; Accessories | Corporate Gifts"
"CG-038","Sling Bag","publish","Bags &amp; Accessories | Corporate Gifts"
"CG-037","Laptop Backpack","publish","Bags &amp; Accessories | Corporate Gifts"
"CG-036","Standard Coffee Stencil","publish","Corporate Gifts | Drinkware"
"CG-035","Standard Mobile Cover","publish","Corporate Gifts | Drinkware"
"CG-034","12oz Frosted Mason Jar","publish","Corporate Gifts | Drinkware"
"CG-033","12oz Clear Mason Jar","publish","Corporate Gifts | Drinkware"
"CG-032","Branded Water Bottle","publish","Corporate Gifts | Drinkware"
"CG-031","Standard Water Bottle","publish","Corporate Gifts | Drinkware"
"CG-030","Coffee Flask","publish","Corporate Gifts | Drinkware"
"CG-029","Travel Mug","publish","Corporate Gifts | Drinkware"
"CG-028","Sports Flask","publish","Corporate Gifts | Drinkware"
"CG-027","17oz Stainless Steel Bottle","publish","Corporate Gifts | Drinkware"
"CG-026","20oz Tumbler","publish","Corporate Gifts | Drinkware"
"CG-025","18oz Clear Beer Mug","publish","Corporate Gifts | Drinkware"
"CG-024","16oz Frosted Beer Mug","publish","Corporate Gifts | Drinkware"
"CG-023","12oz Stainless Steel Mug","publish","Corporate Gifts | Drinkware"
"CG-022","15oz Ceramic Mug","publish","Corporate Gifts | Drinkware"
"CG-021","11oz Ceramic Mug","publish","Corporate Gifts | Drinkware"
"CG-020","Handkerchief","publish","Branded Apparel | Corporate Gifts"
"CG-019","Pocket Square","publish","Branded Apparel | Corporate Gifts"
"CG-018","Fan Scarf","publish","Branded Apparel | Corporate Gifts"
"CG-017","Silicone Label Patch","publish","Branded Apparel | Corporate Gifts"
"CG-016","Woven Patch","publish","Branded Apparel | Corporate Gifts"
"CG-015","Embroidery Patch","publish","Branded Apparel | Corporate Gifts"
"CG-014","Reflective Safety Vest","publish","Branded Apparel | Corporate Gifts"
"CG-013","Sports Jersey","publish","Branded Apparel | Corporate Gifts"
"CG-012","Football Jersey","publish","Branded Apparel | Corporate Gifts"
"CG-011","Tank Top","publish","Branded Apparel | Corporate Gifts"
"CG-010","Sweatshirt","publish","Branded Apparel | Corporate Gifts"
"CG-009","Hoodie","publish","Branded Apparel | Corporate Gifts"
"CG-008","Embroidered Beanie","publish","Branded Apparel | Corporate Gifts"
"CG-007","Printed Cap","publish","Branded Apparel | Corporate Gifts"
"CG-006","Embroidered Cap","publish","Branded Apparel | Corporate Gifts"
"CG-005","Long Sleeve Shirt","publish","Branded Apparel | Corporate Gifts"
"CG-004","Polo Shirt","publish","Branded Apparel | Corporate Gifts"
"CG-003","Kids T-Shirt","publish","Branded Apparel | Corporate Gifts"
"CG-002","Women&#8217;s T-Shirt","publish","Branded Apparel | Corporate Gifts"
"CG-001","Men&#8217;s T-Shirt","publish","Branded Apparel | Corporate Gifts"
"PS-269","1-2 Color &#8211; Wood Free 100gsm","publish","Crowd Promotion"
"PS-268","1-2 Color &#8211; Wood Free 80gsm","publish","Crowd Promotion"
"PS-267","1-2 Color &#8211; Glossy 135gsm","publish","Crowd Promotion"
"PS-266","1-2 Color &#8211; Glossy 90gsm","publish","Crowd Promotion"
"PS-265","4 Color &#8211; Economy Paper","publish","Crowd Promotion"
"PS-264","4 Color &#8211; Wood Free 100gsm","publish","Crowd Promotion"
"PS-263","4 Color &#8211; Wood Free 80gsm","publish","Crowd Promotion"
"PS-262","4 Color &#8211; Glossy 135gsm","publish","Crowd Promotion"
"PS-261","4 Color &#8211; Glossy 90gsm","publish","Crowd Promotion"
"PS-256","Standard DO Book","publish","Print &amp; Stationery | Voucher Books"
"PS-255","Duplicate LPO","publish","Print &amp; Stationery | Voucher Books"
"PS-254","Standard LPO","publish","Print &amp; Stationery | Voucher Books"
"PS-253","Duplicate Petty Cash","publish","Print &amp; Stationery | Voucher Books"
"PS-252","Standard Petty Cash","publish","Print &amp; Stationery | Voucher Books"
"PS-251","Triplicate Receipt Voucher","publish","Print &amp; Stationery | Voucher Books"
"PS-250","Duplicate Receipt Voucher","publish","Print &amp; Stationery | Voucher Books"
"PS-249","Standard Receipt Voucher","publish","Print &amp; Stationery | Voucher Books"
"PS-248","Without Lamination 8x12cm","publish","Print &amp; Stationery | Stickers"
"PS-247","Without Lamination 23x17cm","publish","Print &amp; Stationery | Stickers"
"PS-246","Gold Foil Glossy Lamination 80gsm","publish","Die-Cut Products | Print &amp; Stationery | Stickers"
"PS-245","Glossy Lamination 80gsm","publish","Die-Cut Products | Print &amp; Stationery | Stickers"
"PS-244","White Vinyl (Removable)","publish","Print &amp; Stationery | Stickers"
"PS-243","White Vinyl (Permanent)","publish","Print &amp; Stationery | Stickers"
"PS-242","Kiss Cut Sheet","publish","Print &amp; Stationery | Stickers"
"PS-241","Custom Shape","publish","Print &amp; Stationery | Stickers"
"PS-240","Removable Vinyl","publish","Print &amp; Stationery | Stickers"
"PS-239","Permanent Vinyl","publish","Print &amp; Stationery | Stickers"
"PS-238","Eco Kraft","publish","Print &amp; Stationery | Stickers"
"PS-237","Standard Kraft","publish","Print &amp; Stationery | Stickers"
"PS-236","Sports Helmet","publish","Print &amp; Stationery | Stickers"
"PS-235","Safety Helmet","publish","Print &amp; Stationery | Stickers"
"PS-234","Custom Cut Stencil","publish","Print &amp; Stationery | Stickers"
"PS-233","Standard Stencil","publish","Print &amp; Stationery | Stickers"
"PS-232","Perforated Windshield","publish","Print &amp; Stationery | Stickers"
"PS-231","Standard Windshield","publish","Print &amp; Stationery | Stickers"
"PS-230","Custom Shape Epoxy","publish","Print &amp; Stationery | Stickers"
"PS-229","Standard Epoxy","publish","Print &amp; Stationery | Stickers"
"PS-228","White Ink on Clear","publish","Print &amp; Stationery | Stickers"
"PS-227","Standard White Ink","publish","Print &amp; Stationery | Stickers"
"PS-226","Gold Foil Spot UV Matt Lamination","publish","Die-Cut Products | Print &amp; Stationery"
"PS-225","Spot UV Matt Lamination","publish","Die-Cut Products | Print &amp; Stationery"
"PS-224","Matt Lamination","publish","Die-Cut Products | Print &amp; Stationery"
"PS-223","Gold Foil Glossy Lamination 80gsm","publish","Die-Cut Products | Print &amp; Stationery | Stickers"
"PS-222","Glossy Lamination 80gsm","publish","Die-Cut Products | Print &amp; Stationery | Stickers"
"PS-221","13pt Enviro Uncoated","publish","Business Cards | Die-Cut Products | Print &amp; Stationery"
"PS-220","350 GSM+UV","publish","Print &amp; Stationery"
"PS-219","350 GSM+Matte","publish","Print &amp; Stationery"
"PS-218","Rounded Corner Matt Lam 350gsm","publish","Die-Cut Products | Print &amp; Stationery"
"PS-217","Butterfly Design Matt Lam 350gsm","publish","Die-Cut Products | Print &amp; Stationery"
"PS-216","Cane Design Matt Lam 350gsm","publish","Die-Cut Products | Print &amp; Stationery"
"PS-215","Matt Lamination 350gsm","publish","Business Cards | Die-Cut Products | Menus &amp; Placemats | Print &amp; Stationery"
"PS-214","Glossy 170gsm","publish","Die-Cut Products | Print &amp; Stationery"
"PS-213","1-2 Color &#8211; Economy Paper","publish","Print &amp; Stationery"
"PS-212","1-2 Color &#8211; Wood Free 100gsm","publish","Print &amp; Stationery"
"PS-211","1-2 Color &#8211; Wood Free 80gsm","publish","Print &amp; Stationery"
"PS-210","1-2 Color &#8211; Glossy 135gsm","publish","Print &amp; Stationery"
"PS-209","1-2 Color &#8211; Glossy 90gsm","publish","Print &amp; Stationery"
"PS-208","4 Color &#8211; Economy Paper","publish","Print &amp; Stationery"
"PS-207","4 Color &#8211; Glossy 135gsm","publish","Print &amp; Stationery"
"PS-206","4 Color &#8211; Glossy 90gsm","publish","Print &amp; Stationery"
"PS-205","4 Color &#8211; Wood Free 100gsm","publish","Print &amp; Stationery"
"PS-204","4 Color &#8211; Wood Free 80gsm","publish","Print &amp; Stationery"
"PS-203","Glossy Lamination 350gsm","publish","Menus &amp; Placemats | Print &amp; Stationery"
"PS-202","Matt Lamination 350gsm","publish","Business Cards | Die-Cut Products | Menus &amp; Placemats | Print &amp; Stationery"
"PS-201","Points Card","publish","Print &amp; Stationery | Tickets &amp; Coupons"
"PS-200","Stamp Card","publish","Print &amp; Stationery | Tickets &amp; Coupons"
"PS-199","Folded Gift Voucher","publish","Print &amp; Stationery | Tickets &amp; Coupons"
"PS-198","Standard Gift Voucher","publish","Print &amp; Stationery | Tickets &amp; Coupons"
"PS-197","Standard Scratch Card","publish","Print &amp; Stationery | Tickets &amp; Coupons"
"PS-196","Numbered Raffle Book","publish","Print &amp; Stationery | Tickets &amp; Coupons"
"PS-195","Standard Raffle Book","publish","Print &amp; Stationery | Tickets &amp; Coupons"
"PS-194","Perforated Ticket","publish","Print &amp; Stationery | Tickets &amp; Coupons"
"PS-193","350 GSM Numbered","publish","Print &amp; Stationery"
"PS-192","Promotional Pocket Calendar","publish","Calendars | Print &amp; Stationery"
"PS-191","Standard Pocket Calendar","publish","Calendars | Print &amp; Stationery"
"PS-190","Tent Style Desk Calendar","publish","Calendars | Print &amp; Stationery"
"PS-189","Standard Desk Calendar","publish","Calendars | Print &amp; Stationery"
"PS-188","100lb Gloss Text","publish","Booklets &amp; Catalogues | Calendars | Flyers &amp; Brochures | Large Format | Large Format Posters | Print &amp; Stationery"
"PS-187","80lb Gloss Text","publish","Booklets &amp; Catalogues | Calendars | Print &amp; Stationery"
"PS-186","Hang Tag","publish","Certificates &amp; Invitations | Print &amp; Stationery"
"PS-185","Standard Thank You Card","publish","Certificates &amp; Invitations | Print &amp; Stationery"
"PS-184","Foil Stamped","publish","Certificates &amp; Invitations | Print &amp; Stationery"
"PS-183","Boxed Set","publish","Certificates &amp; Invitations | Print &amp; Stationery"
"PS-182","Luxury Card","publish","Certificates &amp; Invitations | Print &amp; Stationery"
"PS-181","Metallic Foil","publish","Certificates &amp; Invitations | Print &amp; Stationery"
"PS-180","Pearl Paper","publish","Business Cards | Certificates &amp; Invitations | Print &amp; Stationery"
"PS-179","Kraft Paper","publish","Business Cards | Certificates &amp; Invitations | Print &amp; Stationery"
"PS-178","350 GSM UV","publish","Print &amp; Stationery"
"PS-175","350 GSM Matte Finish","publish","Print &amp; Stationery"
"PS-174","Rolled Award","publish","Certificates &amp; Invitations | Print &amp; Stationery"
"PS-173","Framed Award","publish","Certificates &amp; Invitations | Print &amp; Stationery"
"PS-172","Framed Certificate","publish","Certificates &amp; Invitations | Print &amp; Stationery"
"PS-171","Rolled Certificate","publish","Certificates &amp; Invitations | Print &amp; Stationery"
"PS-170","Retail Catalogue","publish","Booklets &amp; Catalogues | Print &amp; Stationery"
"PS-169","B2B Catalogue","publish","Booklets &amp; Catalogues | Print &amp; Stationery"
"PS-168","Hard Cover","publish","Booklets &amp; Catalogues | Print &amp; Stationery | Stationery"
"PS-167","Perfect Bound","publish","Booklets &amp; Catalogues | Print &amp; Stationery"
"PS-166","Saddle Stitch","publish","Booklets &amp; Catalogues | Print &amp; Stationery | Stationery"
"PS-165","Twin Loop Wire","publish","Booklets &amp; Catalogues | Print &amp; Stationery"
"PS-164","Standard Wire-O","publish","Booklets &amp; Catalogues | Print &amp; Stationery"
"PS-163","Soft Touch Cover","publish","Booklets &amp; Catalogues | Print &amp; Stationery"
"PS-162","Matte Cover","publish","Booklets &amp; Catalogues | Print &amp; Stationery"
"PS-161","Gloss Cover","publish","Booklets &amp; Catalogues | Print &amp; Stationery"
"PS-157","100lb Gloss Text","publish","Booklets &amp; Catalogues | Calendars | Flyers &amp; Brochures | Large Format | Large Format Posters | Print &amp; Stationery"
"PS-156","80lb Gloss Text","publish","Booklets &amp; Catalogues | Calendars | Print &amp; Stationery"
"PS-155","Hard Cover","publish","Booklets &amp; Catalogues | Print &amp; Stationery | Stationery"
"PS-154","Spiral Binding","publish","Print &amp; Stationery | Stationery"
"PS-153","Wiro Binding","publish","Print &amp; Stationery | Stationery"
"PS-152","Perfect Binding","publish","Print &amp; Stationery | Stationery"
"PS-151","Saddle Stitch","publish","Booklets &amp; Catalogues | Print &amp; Stationery | Stationery"
"PS-150","Hang Tags","publish","Print &amp; Stationery | Stationery"
"PS-149","Standard Tags","publish","Print &amp; Stationery | Stationery"
"PS-148","Self-Inking Stamp","publish","Print &amp; Stationery | Stationery"
"PS-147","Rubber Stamp","publish","Print &amp; Stationery | Stationery"
"PS-146","Sticky Notes","publish","Print &amp; Stationery | Stationery"
"PS-145","Branded Memo Pad","publish","Print &amp; Stationery | Stationery"
"PS-144","Standard","publish","Print &amp; Stationery | Stationery"
"PS-143","Specialty &#8211; Metallic Foil","publish","Certificates &amp; Invitations | Print &amp; Stationery | Stationery"
"PS-142","Standard AQ","publish","Print &amp; Stationery | Stationery"
"PS-141","Matte Laminated","publish","Print &amp; Stationery | Stationery"
"PS-140","Standard UV","publish","Print &amp; Stationery | Stationery"
"PS-139","Standard Matte Finish","publish","Print &amp; Stationery | Stationery"
"PS-138","Bill Book NCR","publish","Print &amp; Stationery | Stationery"
"PS-137","3 Part NCR Forms","publish","Print &amp; Stationery | Stationery"
"PS-136","Spiral Bound","publish","Print &amp; Stationery | Stationery"
"PS-135","Wiro Bound","publish","Print &amp; Stationery | Stationery"
"PS-130","Wood Free Paper 120gsm","publish","Print &amp; Stationery | Stationery"
"PS-129","Wood Free Paper 100gsm","publish","Flyers &amp; Brochures | Print &amp; Stationery | Stationery"
"PS-127","Wood Free Paper 120gsm","publish","Print &amp; Stationery | Stationery"
"PS-126","Wood Free Paper 100gsm","publish","Flyers &amp; Brochures | Print &amp; Stationery | Stationery"
"PS-122","400 GSM+UV","publish","Print &amp; Stationery"
"PS-121","400 GSM+Matte","publish","Print &amp; Stationery"
"PS-117","250 GSM+Matte","publish","Print &amp; Stationery"
"PS-116","350 GSM+UV","publish","Print &amp; Stationery"
"PS-115","350 GSM+Matte","publish","Print &amp; Stationery"
"PS-100","400 GSM+UV","publish","Print &amp; Stationery"
"PS-099","350 GSM+UV","publish","Print &amp; Stationery"
"PS-098","400 GSM+Matte","publish","Print &amp; Stationery"
"PS-097","350 GSM+Matte","publish","Print &amp; Stationery"
"PS-096","250 GSM+Matte","publish","Print &amp; Stationery"
"PS-095","350 GSM+Matte Finish","publish","Print &amp; Stationery"
"PS-077","Glossy Paper 170gsm","publish","Flyers &amp; Brochures | Print &amp; Stationery"
"PS-076","Glossy Paper 135gsm","publish","Flyers &amp; Brochures | Print &amp; Stationery"
"PS-075","Glossy Paper 115gsm","publish","Flyers &amp; Brochures | Print &amp; Stationery"
"PS-074","Wood Free Paper 100gsm","publish","Flyers &amp; Brochures | Print &amp; Stationery | Stationery"
"PS-073","Glossy Paper 200gsm","publish","Flyers &amp; Brochures | Print &amp; Stationery"
"PS-072","Glossy Paper 170gsm","publish","Flyers &amp; Brochures | Print &amp; Stationery"
"PS-071","Glossy Paper 135gsm","publish","Flyers &amp; Brochures | Print &amp; Stationery"
"PS-070","Glossy Paper 115gsm","publish","Flyers &amp; Brochures | Print &amp; Stationery"
"PS-063","Glossy Paper 200gsm","publish","Flyers &amp; Brochures | Print &amp; Stationery"
"PS-062","Glossy Paper 170gsm","publish","Flyers &amp; Brochures | Print &amp; Stationery"
"PS-061","Glossy Paper 135gsm","publish","Flyers &amp; Brochures | Print &amp; Stationery"
"PS-060","Glossy Paper 115gsm","publish","Flyers &amp; Brochures | Print &amp; Stationery"
"PS-059","Wood Free Paper 100gsm","publish","Flyers &amp; Brochures | Print &amp; Stationery | Stationery"
"PS-058","Glossy Paper 170gsm","publish","Flyers &amp; Brochures | Print &amp; Stationery"
"PS-057","Glossy Paper 135gsm","publish","Flyers &amp; Brochures | Print &amp; Stationery"
"PS-056","Glossy Paper 115gsm","publish","Flyers &amp; Brochures | Print &amp; Stationery"
"PS-046","Clear PVC","publish","Business Cards | Print &amp; Stationery"
"PS-045","QR Code Smart Card","publish","Business Cards | Print &amp; Stationery"
"PS-044","NFC Digital Card","publish","Business Cards | Print &amp; Stationery"
"PS-043","Aluminium","publish","Business Cards | Print &amp; Stationery"
"PS-042","Stainless Steel","publish","Business Cards | Print &amp; Stationery"
"PS-041","Spot UV Square","publish","Business Cards | Print &amp; Stationery"
"PS-040","Matte Laminated Square","publish","Business Cards | Print &amp; Stationery"
"PS-039","Standard Square","publish","Business Cards | Print &amp; Stationery"
"PS-038","Custom Die Cut Gold Foil Spot UV Matt Lamination 400gsm","publish","Business Cards | Print &amp; Stationery"
"PS-037","Custom Die Cut Spot UV Matt Lamination 400gsm","publish","Business Cards | Print &amp; Stationery"
"PS-036","Custom Die Cut Matt Lamination 400gsm","publish","Business Cards | Print &amp; Stationery"
"PS-035","350 GSM Plastic","publish","Print &amp; Stationery"
"PS-033","350 GSM+UV","publish","Print &amp; Stationery"
"PS-032","350 GSM+Matte","publish","Print &amp; Stationery"
"PS-031","Rounded Corner Gold Foil Spot UV Matt Lamination 400gsm","publish","Business Cards | Print &amp; Stationery"
"PS-030","Rounded Corner Gold Foil Spot UV Velvet Lamination 760mic","publish","Business Cards | Print &amp; Stationery"
"PS-029","Rounded Corner Gold Foil PET Glossy Lamination 760mic","publish","Business Cards | Print &amp; Stationery"
"PS-028","Rounded Corner Gold Foil Matt Lamination 400gsm","publish","Business Cards | Print &amp; Stationery"
"PS-027","Rounded Corner Spot UV Velvet Lamination 760mic","publish","Business Cards | Print &amp; Stationery"
"PS-026","Rounded Corner Spot UV Matt Lamination 400gsm","publish","Business Cards | Print &amp; Stationery"
"PS-025","Rounded Corner PET Glossy Lamination 760mic","publish","Business Cards | Print &amp; Stationery"
"PS-024","Rounded Corner Glossy Lamination 400gsm","publish","Business Cards | Print &amp; Stationery"
"PS-023","Rounded Corner Matt Lamination 400gsm","publish","Business Cards | Print &amp; Stationery"
"PS-008","Business Card Box","publish","Business Cards | Print &amp; Stationery"
"PS-007","Art Paper (Without Lamination) 400gsm","publish","Business Cards | Print &amp; Stationery"
"PS-006","Gold Foil Spot UV Matt Lamination 400gsm","publish","Business Cards | Print &amp; Stationery"
"PS-005","Gold Foil Matt Lamination 400gsm","publish","Business Cards | Print &amp; Stationery"
"PS-004","Spot UV Matt Lamination 400gsm","publish","Business Cards | Print &amp; Stationery"
"PS-003","Glossy Lamination 400gsm","publish","Business Cards | Print &amp; Stationery"
"PS-002","Matt Lamination 400gsm","publish","Business Cards | Print &amp; Stationery"
"PS-001","Matt Lamination 350gsm","publish","Business Cards | Die-Cut Products | Menus &amp; Placemats | Print &amp; Stationery"
"","3D Siganges in Dubai &#038; Sharjah","publish",""
"","Ceremonial Ribbon Printing","publish","Large Format | Vinyl Banners &amp; Hoardings"
"","Barricades Banners","publish",""
"","Back Lit Banner Printing","publish",""
"","Flex Face Signage","publish","Large Format &amp; Panel Signs | Signage"
"","Full Branding Pics","publish",""
"","Partial Branding","publish",""
"","Trade Name Branding","publish",""
"","T-Shirt &#038; Cap Printing","publish",""
"","USB, Pen &#038; Mugs Branding","publish",""
"","Event Branding","publish","Event Accessories | Exhibitions &amp; Events"
"","Backlit Signage","publish","3D &amp; Illuminated Signage | Signage"
"","T-Shirt Handle Bag","publish",""
"","Notepad Printing","publish",""
"","NCR Books","publish",""
"","Letterhead Printing","publish",""
"","Lanyard &#038; ID Card Printing","publish",""
"","Folders Printing","publish",""
"","Flyers &#038; Brochures","publish",""
"","Envelope Printing","publish",""
"","Car Flags","publish","Decorative Flags | Flags"
"","Conference Flags","publish","Flags | Indoor &amp; Corporate Flags"
"","Hosting Flags","publish",""
"","L Shape Flags","publish",""
"","Pennant Flags","publish","Decorative Flags | Flags"
"","Table Flags","publish","Flags | Indoor &amp; Corporate Flags"
"","Foam Board Printing","publish",""
"","Forex Board Printing","publish",""
