sku,name,categories,image_path,status
PS-245,"Glossy Lamination 80gsm","Print & Stationery > Stickers","G:/My Drive/Website Images\PS-245.webp",matched
PS-246,"Gold Foil Glossy Lamination 80gsm","Print & Stationery > Stickers","G:/My Drive/Website Images\PS-246.webp",matched
PS-247,"Without Lamination 23x17cm","Print & Stationery > Stickers","G:/My Drive/Website Images\PS-247.webp",matched
PS-248,"Without Lamination 8x12cm","Print & Stationery > Stickers","G:/My Drive/Website Images\PS-248.webp",matched
PS-249,"Standard Receipt Voucher","Print & Stationery > Voucher Books","G:/My Drive/Website Images\PS-249.webp",matched
PS-250,"Duplicate Receipt Voucher","Print & Stationery > Voucher Books","G:/My Drive/Website Images\PS-250.webp",matched
PS-251,"Triplicate Receipt Voucher","Print & Stationery > Voucher Books","G:/My Drive/Website Images\PS-251.webp",matched
PS-252,"Standard Petty Cash","Print & Stationery > Voucher Books","G:/My Drive/Website Images\PS-252.webp",matched
PS-253,"Duplicate Petty Cash","Print & Stationery > Voucher Books","G:/My Drive/Website Images\PS-253.webp",matched
PS-254,"Standard LPO","Print & Stationery > Voucher Books","G:/My Drive/Website Images\PS-254.webp",matched
PS-255,"Duplicate LPO","Print & Stationery > Voucher Books","G:/My Drive/Website Images\PS-255.webp",matched
PS-256,"Standard DO Book","Print & Stationery > Voucher Books","G:/My Drive/Website Images\PS-256.webp",matched
PS-257,"Duplicate DO Book","Print & Stationery > Voucher Books","G:/My Drive/Website Images\PS-257.webp",matched
PS-258,"14pt Variable","Print & Stationery > Variable Printing","G:/My Drive/Website Images\PS-258.webp",matched
PS-259,"Matte Variable","Print & Stationery > Variable Printing","G:/My Drive/Website Images\PS-259.webp",matched
PS-260,"UV Variable","Print & Stationery > Variable Printing","G:/My Drive/Website Images\PS-260.webp",matched
PS-261,"4 Color – Glossy 90gsm","Print & Stationery > Crowd Promotion","G:/My Drive/Website Images\PS-261.webp",matched
PS-262,"4 Color – Glossy 135gsm","Print & Stationery > Crowd Promotion","G:/My Drive/Website Images\PS-262.webp",matched
PS-263,"4 Color – Wood Free 80gsm","Print & Stationery > Crowd Promotion","G:/My Drive/Website Images\PS-263.webp",matched
PS-264,"4 Color – Wood Free 100gsm","Print & Stationery > Crowd Promotion","G:/My Drive/Website Images\PS-264.webp",matched
PS-265,"4 Color – Economy Paper","Print & Stationery > Crowd Promotion","G:/My Drive/Website Images\PS-265.webp",matched
PS-266,"1-2 Color – Glossy 90gsm","Print & Stationery > Crowd Promotion","G:/My Drive/Website Images\PS-266.webp",matched
PS-267,"1-2 Color – Glossy 135gsm","Print & Stationery > Crowd Promotion","G:/My Drive/Website Images\PS-267.webp",matched
PS-268,"1-2 Color – Wood Free 80gsm","Print & Stationery > Crowd Promotion","G:/My Drive/Website Images\PS-268.webp",matched
PS-269,"1-2 Color – Wood Free 100gsm","Print & Stationery > Crowd Promotion","G:/My Drive/Website Images\PS-269.webp",matched
PS-270,"1-2 Color – Economy Paper","Print & Stationery > Crowd Promotion","G:/My Drive/Website Images\PS-270.webp",matched
PS-271,"CD Printing","Print & Stationery > Crowd Promotion","G:/My Drive/Website Images\PS-271.webp",matched
PS-272,"DVD Printing","Print & Stationery > Crowd Promotion","G:/My Drive/Website Images\PS-272.webp",matched
PS-273,"CD Cover","Print & Stationery > Crowd Promotion","G:/My Drive/Website Images\PS-273.webp",matched
PS-274,"DVD Cover","Print & Stationery > Crowd Promotion","G:/My Drive/Website Images\PS-274.webp",matched
CG-001,"Men's T-Shirt","Corporate Gifts > Branded Apparel","G:/My Drive/Website Images\CG-001.webp",matched
CG-002,"Women's T-Shirt","Corporate Gifts > Branded Apparel","G:/My Drive/Website Images\CG-002.webp",matched
CG-003,"Kids T-Shirt","Corporate Gifts > Branded Apparel","G:/My Drive/Website Images\CG-003.webp",matched
CG-004,"Polo Shirt","Corporate Gifts > Branded Apparel","G:/My Drive/Website Images\CG-004.webp",matched
CG-005,"Long Sleeve Shirt","Corporate Gifts > Branded Apparel","G:/My Drive/Website Images\CG-005.webp",matched
CG-006,"Embroidered Cap","Corporate Gifts > Branded Apparel","G:/My Drive/Website Images\CG-006.webp",matched
CG-007,"Printed Cap","Corporate Gifts > Branded Apparel","G:/My Drive/Website Images\CG-007.webp",matched
CG-008,"Embroidered Beanie","Corporate Gifts > Branded Apparel","G:/My Drive/Website Images\CG-008.webp",matched
CG-009,Hoodie,"Corporate Gifts > Branded Apparel","G:/My Drive/Website Images\CG-009.webp",matched
CG-010,Sweatshirt,"Corporate Gifts > Branded Apparel","G:/My Drive/Website Images\CG-010.webp",matched
CG-011,"Tank Top","Corporate Gifts > Branded Apparel","G:/My Drive/Website Images\CG-011.webp",matched
CG-012,"Football Jersey","Corporate Gifts > Branded Apparel","G:/My Drive/Website Images\CG-012.webp",matched
CG-013,"Sports Jersey","Corporate Gifts > Branded Apparel","G:/My Drive/Website Images\CG-013.webp",matched
CG-014,"Reflective Safety Vest","Corporate Gifts > Branded Apparel","G:/My Drive/Website Images\CG-014.webp",matched
CG-015,"Embroidery Patch","Corporate Gifts > Branded Apparel","G:/My Drive/Website Images\CG-015.webp",matched
CG-016,"Woven Patch","Corporate Gifts > Branded Apparel","G:/My Drive/Website Images\CG-016.webp",matched
CG-017,"Silicone Label Patch","Corporate Gifts > Branded Apparel","G:/My Drive/Website Images\CG-017.webp",matched
CG-018,"Fan Scarf","Corporate Gifts > Branded Apparel","G:/My Drive/Website Images\CG-018.webp",matched
CG-019,"Pocket Square","Corporate Gifts > Branded Apparel","G:/My Drive/Website Images\CG-019.webp",matched
CG-020,Handkerchief,"Corporate Gifts > Branded Apparel","G:/My Drive/Website Images\CG-020.webp",matched
CG-021,"11oz Ceramic Mug","Corporate Gifts > Drinkware","G:/My Drive/Website Images\CG-021.webp",matched
CG-022,"15oz Ceramic Mug","Corporate Gifts > Drinkware","G:/My Drive/Website Images\CG-022.webp",matched
CG-023,"12oz Stainless Steel Mug","Corporate Gifts > Drinkware","G:/My Drive/Website Images\CG-023.webp",matched
CG-024,"16oz Frosted Beer Mug","Corporate Gifts > Drinkware","G:/My Drive/Website Images\CG-024.webp",matched
CG-025,"18oz Clear Beer Mug","Corporate Gifts > Drinkware","G:/My Drive/Website Images\CG-025.webp",matched
CG-026,"20oz Tumbler","Corporate Gifts > Drinkware","G:/My Drive/Website Images\CG-026.webp",matched
CG-027,"17oz Stainless Steel Bottle","Corporate Gifts > Drinkware","G:/My Drive/Website Images\CG-027.webp",matched
CG-028,"Sports Flask","Corporate Gifts > Drinkware","G:/My Drive/Website Images\CG-028.webp",matched
CG-029,"Travel Mug","Corporate Gifts > Drinkware","G:/My Drive/Website Images\CG-029.webp",matched
CG-030,"Coffee Flask","Corporate Gifts > Drinkware","G:/My Drive/Website Images\CG-030.webp",matched
CG-031,"Standard Water Bottle","Corporate Gifts > Drinkware","G:/My Drive/Website Images\CG-031.webp",matched
CG-032,"Branded Water Bottle","Corporate Gifts > Drinkware","G:/My Drive/Website Images\CG-032.webp",matched
CG-033,"12oz Clear Mason Jar","Corporate Gifts > Drinkware","G:/My Drive/Website Images\CG-033.webp",matched
CG-034,"12oz Frosted Mason Jar","Corporate Gifts > Drinkware","G:/My Drive/Website Images\CG-034.webp",matched
CG-035,"Standard Mobile Cover","Corporate Gifts > Drinkware","G:/My Drive/Website Images\CG-035.webp",matched
CG-036,"Standard Coffee Stencil","Corporate Gifts > Drinkware","G:/My Drive/Website Images\CG-036.webp",matched
CG-037,"Laptop Backpack","Corporate Gifts > Bags & Accessories","G:/My Drive/Website Images\CG-037.webp",matched
CG-038,"Sling Bag","Corporate Gifts > Bags & Accessories","G:/My Drive/Website Images\CG-038.webp",matched
CG-039,"Conference Bag","Corporate Gifts > Bags & Accessories","G:/My Drive/Website Images\CG-039.webp",matched
CG-040,"Trolley Bag","Corporate Gifts > Bags & Accessories","G:/My Drive/Website Images\CG-040.webp",matched
CG-041,"Screen Print","Corporate Gifts > Bags & Accessories","G:/My Drive/Website Images\CG-041.webp",matched
CG-042,Embroidery,"Corporate Gifts > Bags & Accessories","G:/My Drive/Website Images\CG-042.webp",matched
CG-043,"Heat Transfer","Corporate Gifts > Bags & Accessories","G:/My Drive/Website Images\CG-043.webp",matched
CG-044,"Screen Print","Corporate Gifts > Bags & Accessories","G:/My Drive/Website Images\CG-044.webp",matched
CG-045,"Digital Print","Corporate Gifts > Bags & Accessories","G:/My Drive/Website Images\CG-045.webp",matched
CG-046,"Screen Print","Corporate Gifts > Bags & Accessories","G:/My Drive/Website Images\CG-046.webp",matched
CG-047,"Digital Print","Corporate Gifts > Bags & Accessories","G:/My Drive/Website Images\CG-047.webp",matched
CG-048,Flexo,"Corporate Gifts > Bags & Accessories","G:/My Drive/Website Images\CG-048.webp",matched
CG-049,"Digital Print","Corporate Gifts > Bags & Accessories","G:/My Drive/Website Images\CG-049.webp",matched
CG-050,"Twisted Rope Handle","Corporate Gifts > Bags & Accessories","G:/My Drive/Website Images\CG-050.webp",matched
CG-051,"Ribbon Handle","Corporate Gifts > Bags & Accessories","G:/My Drive/Website Images\CG-051.webp",matched
CG-052,"Flat Handle","Corporate Gifts > Bags & Accessories","G:/My Drive/Website Images\CG-052.webp",matched
CG-053,Auto-Open,"Corporate Gifts > Bags & Accessories","G:/My Drive/Website Images\CG-053.webp",matched
CG-054,Manual,"Corporate Gifts > Bags & Accessories","G:/My Drive/Website Images\CG-054.webp",matched
CG-055,"Mouse Pad","Corporate Gifts > Office & Desktop Gifts","G:/My Drive/Website Images\CG-055.webp",matched
CG-056,"Coaster Set (Pack of 10)","Corporate Gifts > Office & Desktop Gifts","G:/My Drive/Website Images\CG-056.webp",matched
CG-057,"Branded Pen","Corporate Gifts > Office & Desktop Gifts","G:/My Drive/Website Images\CG-057.webp",matched
CG-058,"Writing Gift Set","Corporate Gifts > Office & Desktop Gifts","G:/My Drive/Website Images\CG-058.webp",matched
CG-059,"USB Drive","Corporate Gifts > Office & Desktop Gifts","G:/My Drive/Website Images\CG-059.webp",matched
CG-060,"Tech Accessory Set","Corporate Gifts > Office & Desktop Gifts","G:/My Drive/Website Images\CG-060.webp",matched
CG-061,"Desk Organiser","Corporate Gifts > Office & Desktop Gifts","G:/My Drive/Website Images\CG-061.webp",matched
CG-062,"Corporate Gift Set","Corporate Gifts > Office & Desktop Gifts","G:/My Drive/Website Images\CG-062.webp",matched
CG-063,"Standard Magnetic Sheet","Corporate Gifts > Office & Desktop Gifts","G:/My Drive/Website Images\CG-063.webp",matched
CG-064,"Standard PU Notebook","Corporate Gifts > Office Essentials","G:/My Drive/Website Images\CG-064.webp",matched
CG-065,"Premium PU Notebook","Corporate Gifts > Office Essentials","G:/My Drive/Website Images\CG-065.webp",matched
CG-066,"Standard PU Organizer","Corporate Gifts > Office Essentials","G:/My Drive/Website Images\CG-066.webp",matched
CG-067,"Standard Power Bank","Corporate Gifts > Tech Products","G:/My Drive/Website Images\CG-067.webp",matched
CG-068,"Slim Power Bank","Corporate Gifts > Tech Products","G:/My Drive/Website Images\CG-068.webp",matched
CG-069,"Standard Wireless Speaker","Corporate Gifts > Tech Products","G:/My Drive/Website Images\CG-069.webp",matched
CG-070,"USB-A Cable","Corporate Gifts > Tech Products","G:/My Drive/Website Images\CG-070.webp",matched
CG-071,"USB-C Cable","Corporate Gifts > Tech Products","G:/My Drive/Website Images\CG-071.webp",matched
CG-072,"Multi-tip Cable","Corporate Gifts > Tech Products","G:/My Drive/Website Images\CG-072.webp",matched
CG-073,"Stretched Canvas Print","Corporate Gifts > Premium & Specialty Gifts","G:/My Drive/Website Images\CG-073.webp",matched
CG-074,"HD Photo Panel","Corporate Gifts > Premium & Specialty Gifts","G:/My Drive/Website Images\CG-074.webp",matched
CG-075,"Custom Puzzle","Corporate Gifts > Premium & Specialty Gifts","G:/My Drive/Website Images\CG-075.webp",matched
CG-076,"Keychain (Pack of 10)","Corporate Gifts > Premium & Specialty Gifts","G:/My Drive/Website Images\CG-076.webp",matched
CG-077,"Standard Acrylic Trophy","Corporate Gifts > Premium & Specialty Gifts","G:/My Drive/Website Images\CG-077.webp",matched
CG-078,"Custom Acrylic Trophy","Corporate Gifts > Premium & Specialty Gifts","G:/My Drive/Website Images\CG-078.webp",matched
CG-079,"Standard Ramadan Box","Corporate Gifts > Premium & Specialty Gifts","G:/My Drive/Website Images\CG-079.webp",matched
CG-080,"Premium Eid Box","Corporate Gifts > Premium & Specialty Gifts","G:/My Drive/Website Images\CG-080.webp",matched
CG-081,"PVC ID Card","Corporate Gifts > Trade Shows & Events","G:/My Drive/Website Images\CG-081.webp",matched
CG-082,"Badge Reel","Corporate Gifts > Trade Shows & Events","G:/My Drive/Website Images\CG-082.webp",matched
CG-083,"Standard Name Badge","Corporate Gifts > Trade Shows & Events","G:/My Drive/Website Images\CG-083.webp",matched
CG-084,"Premium Name Tag","Corporate Gifts > Trade Shows & Events","G:/My Drive/Website Images\CG-084.webp",matched
CG-085,"Standard Crystal Trophy","Corporate Gifts > Trade Shows & Events","G:/My Drive/Website Images\CG-085.webp",matched
CG-086,"Custom Crystal Award","Corporate Gifts > Trade Shows & Events","G:/My Drive/Website Images\CG-086.webp",matched
CG-087,"Standard Plaque","Corporate Gifts > Trade Shows & Events","G:/My Drive/Website Images\CG-087.webp",matched
CG-088,"Premium Award","Corporate Gifts > Trade Shows & Events","G:/My Drive/Website Images\CG-088.webp",matched
CG-089,"Standard Fridge Magnet","Corporate Gifts > Trade Shows & Events","G:/My Drive/Website Images\CG-089.webp",matched
CG-090,"Custom Die Cut Fridge Magnet","Corporate Gifts > Trade Shows & Events","G:/My Drive/Website Images\CG-090.webp",matched
CG-091,"Enamel Pin","Corporate Gifts > Executive Kit","G:/My Drive/Website Images\CG-091.webp",matched
CG-092,"Metal Pin","Corporate Gifts > Executive Kit","G:/My Drive/Website Images\CG-092.webp",matched
CG-093,"Branded Tie","Corporate Gifts > Executive Kit","G:/My Drive/Website Images\CG-093.webp",matched
CG-094,"Tie Clip","Corporate Gifts > Executive Kit","G:/My Drive/Website Images\CG-094.webp",matched
CG-095,"Standard Cufflinks","Corporate Gifts > Executive Kit","G:/My Drive/Website Images\CG-095.webp",matched
CG-096,"Custom Logo Cufflinks","Corporate Gifts > Executive Kit","G:/My Drive/Website Images\CG-096.webp",matched
CG-097,"Military Coin","Corporate Gifts > Executive Kit","G:/My Drive/Website Images\CG-097.webp",matched
CG-098,"Corporate Coin","Corporate Gifts > Executive Kit","G:/My Drive/Website Images\CG-098.webp",matched
CG-099,"Standard Branded Napkin","Corporate Gifts > Event Disposables","G:/My Drive/Website Images\CG-099.webp",matched
CG-100,"Standard Event Label","Corporate Gifts > Event Disposables","G:/My Drive/Website Images\CG-100.webp",matched
PL-001,"Straight Tuck End (STE)","Packaging & Labels > Product Boxes","G:/My Drive/Website Images\PL-001.webp",matched
PL-002,"Reverse Tuck End (RTE)","Packaging & Labels > Product Boxes","G:/My Drive/Website Images\PL-002.webp",matched
PL-003,"Auto-lock Bottom","Packaging & Labels > Product Boxes","G:/My Drive/Website Images\PL-003.webp",matched
PL-004,"Product Box Sleeves","Packaging & Labels > Product Boxes","G:/My Drive/Website Images\PL-004.webp",matched
PL-005,"Standard Rigid Box","Packaging & Labels > Product Boxes","G:/My Drive/Website Images\PL-005.webp",matched
PL-006,"Magnetic Closure Box","Packaging & Labels > Product Boxes","G:/My Drive/Website Images\PL-006.webp",matched
PL-007,Sleeve-Over-Tray,"Packaging & Labels > Product Boxes","G:/My Drive/Website Images\PL-007.webp",matched
PL-008,"Standard Sleeve","Packaging & Labels > Product Boxes","G:/My Drive/Website Images\PL-008.webp",matched
PL-009,"Pillow Box","Packaging & Labels > Product Boxes","G:/My Drive/Website Images\PL-009.webp",matched
PL-010,"Luxury Gift Box","Packaging & Labels > Product Boxes","G:/My Drive/Website Images\PL-010.webp",matched
PL-011,"Standard Mailer Box","Packaging & Labels > Mailer & Corrugated Boxes","G:/My Drive/Website Images\PL-011.webp",matched
PL-012,"E-Commerce Shipping Box","Packaging & Labels > Mailer & Corrugated Boxes","G:/My Drive/Website Images\PL-012.webp",matched
PL-013,"BOPP Labels (Premium)","Packaging & Labels > Roll Labels & Stickers","G:/My Drive/Website Images\PL-013.webp",matched
PL-014,"Poly Labels (Durable)","Packaging & Labels > Roll Labels & Stickers","G:/My Drive/Website Images\PL-014.webp",matched
PL-015,"Paper Labels (Cost Effective)","Packaging & Labels > Roll Labels & Stickers","G:/My Drive/Website Images\PL-015.webp",matched
PL-016,"Square Cut Labels","Packaging & Labels > Roll Labels & Stickers","G:/My Drive/Website Images\PL-016.webp",matched
PL-017,"Standard Cosmetic Label","Packaging & Labels > Roll Labels & Stickers","G:/My Drive/Website Images\PL-017.webp",matched
PL-018,"Specialty Finish Label","Packaging & Labels > Roll Labels & Stickers","G:/My Drive/Website Images\PL-018.webp",matched
PL-019,"Standard Food Label","Packaging & Labels > Roll Labels & Stickers","G:/My Drive/Website Images\PL-019.webp",matched
PL-020,"Waterproof Food Label","Packaging & Labels > Roll Labels & Stickers","G:/My Drive/Website Images\PL-020.webp",matched
PL-021,"Stand Up Pouch","Packaging & Labels > Flexible Packaging","G:/My Drive/Website Images\PL-021.webp",matched
PL-022,"Lay Flat Pouch","Packaging & Labels > Flexible Packaging","G:/My Drive/Website Images\PL-022.webp",matched
PL-023,"Roll Stock","Packaging & Labels > Flexible Packaging","G:/My Drive/Website Images\PL-023.webp",matched
PL-024,"Printed Coffee Pouch","Packaging & Labels > Flexible Packaging","G:/My Drive/Website Images\PL-024.webp",matched
PL-025,"Printed Tea Pouch","Packaging & Labels > Flexible Packaging","G:/My Drive/Website Images\PL-025.webp",matched
PL-026,"Custom Tissue Paper","Packaging & Labels > Custom Packaging","G:/My Drive/Website Images\PL-026.webp",matched
PL-027,"Packaging Insert","Packaging & Labels > Custom Packaging","G:/My Drive/Website Images\PL-027.webp",matched
PL-028,"Branded Wrapping Paper","Packaging & Labels > Custom Packaging","G:/My Drive/Website Images\PL-028.webp",matched
PL-029,"Custom Gift Wrap","Packaging & Labels > Custom Packaging","G:/My Drive/Website Images\PL-029.webp",matched
PL-030,"Custom Sticker Roll","Packaging & Labels > Custom Packaging","G:/My Drive/Website Images\PL-030.webp",matched
PL-031,"Label Dispenser","Packaging & Labels > Custom Packaging","G:/My Drive/Website Images\PL-031.webp",matched
PL-032,"Pearl Burger Box","Packaging & Labels > Food & Beverage Packaging","G:/My Drive/Website Images\PL-032.webp",matched
PL-033,"Simple Burger Box","Packaging & Labels > Food & Beverage Packaging","G:/My Drive/Website Images\PL-033.webp",matched
PL-034,"Gable Box Type 1","Packaging & Labels > Food & Beverage Packaging","G:/My Drive/Website Images\PL-034.webp",matched
PL-035,"Gable Box Type 2","Packaging & Labels > Food & Beverage Packaging","G:/My Drive/Website Images\PL-035.webp",matched
PL-036,"Cone French Fries Box (Takeaway)","Packaging & Labels > Food & Beverage Packaging","G:/My Drive/Website Images\PL-036.webp",matched
PL-037,"French Fries Tray (Indoor)","Packaging & Labels > Food & Beverage Packaging","G:/My Drive/Website Images\PL-037.webp",matched
PL-038,"Fried Chicken Tray (Indoor)","Packaging & Labels > Food & Beverage Packaging","G:/My Drive/Website Images\PL-038.webp",matched
PL-039,"Fried Chicken Box (Takeaway)","Packaging & Labels > Food & Beverage Packaging","G:/My Drive/Website Images\PL-039.webp",matched
PL-040,"Paper Cup 4oz (120cc) Double Wall","Packaging & Labels > Food & Beverage Packaging","G:/My Drive/Website Images\PL-040.webp",matched
PL-041,"Paper Cup 8oz (240cc) Double Wall","Packaging & Labels > Food & Beverage Packaging","G:/My Drive/Website Images\PL-041.webp",matched
PL-042,"Kraft White – Normal","Packaging & Labels > Bags & Carriers","G:/My Drive/Website Images\PL-042.webp",matched
PL-043,"Kraft White – Top Fold","Packaging & Labels > Bags & Carriers","G:/My Drive/Website Images\PL-043.webp",matched
PL-044,"Kraft Brown Recycled – Normal","Packaging & Labels > Bags & Carriers","G:/My Drive/Website Images\PL-044.webp",matched
PL-045,"Kraft Brown Recycled – Top Fold","Packaging & Labels > Bags & Carriers","G:/My Drive/Website Images\PL-045.webp",matched
PL-046,"Kraft Brown Virgin – Normal","Packaging & Labels > Bags & Carriers","G:/My Drive/Website Images\PL-046.webp",matched
PL-047,"Kraft Brown Virgin – Top Fold","Packaging & Labels > Bags & Carriers","G:/My Drive/Website Images\PL-047.webp",matched
PL-048,Small,"Packaging & Labels > Bags & Carriers","G:/My Drive/Website Images\PL-048.webp",matched
PL-049,Medium,"Packaging & Labels > Bags & Carriers","G:/My Drive/Website Images\PL-049.webp",matched
PL-050,Large,"Packaging & Labels > Bags & Carriers","G:/My Drive/Website Images\PL-050.webp",matched
LF-001,"13oz Glossy Vinyl","Large Format > Vinyl Banners & Hoardings","G:/My Drive/Website Images\LF-001.webp",matched
LF-002,"13oz Matte Vinyl","Large Format > Vinyl Banners & Hoardings","G:/My Drive/Website Images\LF-002.webp",matched
LF-003,"8oz Polyester Mesh","Large Format > Vinyl Banners & Hoardings","G:/My Drive/Website Images\LF-003.webp",matched
LF-004,"Standard Hoarding","Large Format > Vinyl Banners & Hoardings","G:/My Drive/Website Images\LF-004.webp",matched
LF-005,"Backlit Hoarding","Large Format > Vinyl Banners & Hoardings","G:/My Drive/Website Images\LF-005.webp",matched
LF-006,"Perforated Mesh Banner","Large Format > Vinyl Banners & Hoardings","G:/My Drive/Website Images\LF-006.webp",matched
LF-007,"Standard Outdoor","Large Format > Vinyl Banners & Hoardings","G:/My Drive/Website Images\LF-007.webp",matched
LF-008,"Backlit Outdoor","Large Format > Vinyl Banners & Hoardings","G:/My Drive/Website Images\LF-008.webp",matched
LF-009,"Fabric Banner","Large Format > Vinyl Banners & Hoardings","G:/My Drive/Website Images\LF-009.webp",matched
LF-010,"Textile Display","Large Format > Vinyl Banners & Hoardings","G:/My Drive/Website Images\LF-010.webp",matched
LF-011,"Standard Ceremonial Ribbon","Large Format > Vinyl Banners & Hoardings","G:/My Drive/Website Images\LF-011.webp",matched
LF-012,"Silver Base","Large Format > Pull-Up & Roll-Up Banners","G:/My Drive/Website Images\LF-012.webp",matched
LF-013,"Black Base","Large Format > Pull-Up & Roll-Up Banners","G:/My Drive/Website Images\LF-013.webp",matched
LF-014,"Table Top","Large Format > Pull-Up & Roll-Up Banners","G:/My Drive/Website Images\LF-014.webp",matched
LF-015,"Premium Stand","Large Format > Pull-Up & Roll-Up Banners","G:/My Drive/Website Images\LF-015.webp",matched
LF-016,"Premium Wide","Large Format > Pull-Up & Roll-Up Banners","G:/My Drive/Website Images\LF-016.webp",matched
LF-017,"Double Sided","Large Format > Pull-Up & Roll-Up Banners","G:/My Drive/Website Images\LF-017.webp",matched
LF-018,"Double Sided Standard","Large Format > Pull-Up & Roll-Up Banners","G:/My Drive/Website Images\LF-018.webp",matched
LF-019,"Double Sided Premium","Large Format > Pull-Up & Roll-Up Banners","G:/My Drive/Website Images\LF-019.webp",matched
LF-020,"13oz Matte Vinyl","Large Format > Frame Banners & Stands","G:/My Drive/Website Images\LF-020.webp",matched
LF-021,"4mm Coroplast A-Frame","Large Format > Frame Banners & Stands","G:/My Drive/Website Images\LF-021.webp",matched
LF-022,"Aluminum A-Frame Board","Large Format > Frame Banners & Stands","G:/My Drive/Website Images\LF-022.webp",matched
LF-023,"Spring A-Board","Large Format > Frame Banners & Stands","G:/My Drive/Website Images\LF-023.webp",matched
LF-024,H-Stand,"Large Format > Frame Banners & Stands","G:/My Drive/Website Images\LF-024.webp",matched
LF-025,"Standard Snap Frame","Large Format > Frame Banners & Stands","G:/My Drive/Website Images\LF-025.webp",matched
LF-026,"Lama Stand","Large Format > Frame Banners & Stands","G:/My Drive/Website Images\LF-026.webp",matched
LF-027,"Totem Display Stand","Large Format > Frame Banners & Stands","G:/My Drive/Website Images\LF-027.webp",matched
LF-028,"Forex Self Standee","Large Format > Frame Banners & Stands","G:/My Drive/Website Images\LF-028.webp",matched
LF-029,"Standard Step & Repeat","Large Format > Backdrops","G:/My Drive/Website Images\LF-029.webp",matched
LF-030,"Pop-Up Fabric","Large Format > Backdrops","G:/My Drive/Website Images\LF-030.webp",matched
LF-031,"Fabric Backdrop","Large Format > Backdrops","G:/My Drive/Website Images\LF-031.webp",matched
LF-032,"Standard Photo Booth Backdrop","Large Format > Backdrops","G:/My Drive/Website Images\LF-032.webp",matched
LF-033,"100lb Gloss Text","Large Format > Large Format Posters","G:/My Drive/Website Images\LF-033.webp",matched
LF-034,100lb+Matte,"Large Format > Large Format Posters","G:/My Drive/Website Images\LF-034.webp",matched
LF-035,100lb+UV,"Large Format > Large Format Posters","G:/My Drive/Website Images\LF-035.webp",matched
LF-036,"80lb Enviro Uncoated","Large Format > Large Format Posters","G:/My Drive/Website Images\LF-036.webp",matched
LF-037,"8pt C2S","Large Format > Large Format Posters","G:/My Drive/Website Images\LF-037.webp",matched
LF-038,"Standard Window Poster","Large Format > Large Format Posters","G:/My Drive/Website Images\LF-038.webp",matched
LF-039,"Standard Hanging Poster","Large Format > Large Format Posters","G:/My Drive/Website Images\LF-039.webp",matched
LF-040,"Standard Custom Photo Print","Large Format > Large Format Posters","G:/My Drive/Website Images\LF-040.webp",matched
LF-041,"Canvas Roll","Large Format > Canvas Prints","G:/My Drive/Website Images\LF-041.webp",matched
LF-042,"Stretched Canvas","Large Format > Canvas Prints","G:/My Drive/Website Images\LF-042.webp",matched
LF-043,"Aluminum Frame","Large Format > Canvas Prints","G:/My Drive/Website Images\LF-043.webp",matched
LF-044,"PVC Frame","Large Format > Canvas Prints","G:/My Drive/Website Images\LF-044.webp",matched
LF-045,"Wooden Frame","Large Format > Canvas Prints","G:/My Drive/Website Images\LF-045.webp",matched
LF-046,"Giclee Print","Large Format > Canvas Prints","G:/My Drive/Website Images\LF-046.webp",matched
LF-047,"Fine Art Print","Large Format > Canvas Prints","G:/My Drive/Website Images\LF-047.webp",matched
LF-048,"4mm Coroplast","Large Format > Rigid Board Signage","G:/My Drive/Website Images\LF-048.webp",matched
LF-049,"6mm Coroplast","Large Format > Rigid Board Signage","G:/My Drive/Website Images\LF-049.webp",matched
LF-050,"8mm Coroplast","Large Format > Rigid Board Signage","G:/My Drive/Website Images\LF-050.webp",matched
LF-051,"10mm Coroplast","Large Format > Rigid Board Signage","G:/My Drive/Website Images\LF-051.webp",matched
LF-052,"4mm Foam Board","Large Format > Rigid Board Signage","G:/My Drive/Website Images\LF-052.webp",matched
LF-053,"3mm Aluminium Sign","Large Format > Rigid Board Signage","G:/My Drive/Website Images\LF-053.webp",matched
LF-054,"20pt Styrene","Large Format > Rigid Board Signage","G:/My Drive/Website Images\LF-054.webp",matched
LF-055,"3mm PVC Sintra","Large Format > Rigid Board Signage","G:/My Drive/Website Images\LF-055.webp",matched
SG-001,"Standard 3D Unlit","Signage > 3D & Illuminated Signage","G:/My Drive/Website Images\SG-001.webp",matched
SG-002,"Backlit 3D","Signage > 3D & Illuminated Signage","G:/My Drive/Website Images\SG-002.webp",matched
SG-003,"Frontlit 3D","Signage > 3D & Illuminated Signage","G:/My Drive/Website Images\SG-003.webp",matched
SG-004,"LED Neon","Signage > 3D & Illuminated Signage","G:/My Drive/Website Images\SG-004.webp",matched
SG-005,"Glass Neon","Signage > 3D & Illuminated Signage","G:/My Drive/Website Images\SG-005.webp",matched
SG-006,"Standard Stainless Steel Letter","Signage > 3D & Illuminated Signage","G:/My Drive/Website Images\SG-006.webp",matched
SG-007,"Standard Acrylic Letter","Signage > 3D & Illuminated Signage","G:/My Drive/Website Images\SG-007.webp",matched
SG-008,"Custom Logo Shape","Signage > 3D & Illuminated Signage","G:/My Drive/Website Images\SG-008.webp",matched
